Unique_Entities
http://www.wikidata.org/entity/Q320
http://www.wikidata.org/entity/Q353
http://www.wikidata.org/entity/Q400
http://www.wikidata.org/entity/Q407
http://www.wikidata.org/entity/Q555
http://www.wikidata.org/entity/Q557
http://www.wikidata.org/entity/Q563
http://www.wikidata.org/entity/Q567
http://www.wikidata.org/entity/Q609
http://www.wikidata.org/entity/Q635
http://www.wikidata.org/entity/Q636
http://www.wikidata.org/entity/Q814
http://www.wikidata.org/entity/Q839
http://www.wikidata.org/entity/Q873
http://www.wikidata.org/entity/Q984
http://www.wikidata.org/entity/Q1149
http://www.wikidata.org/entity/Q1453
http://www.wikidata.org/entity/Q1480
http://www.wikidata.org/entity/Q1514
http://www.wikidata.org/entity/Q1545
http://www.wikidata.org/entity/Q1631
http://www.wikidata.org/entity/Q1646
http://www.wikidata.org/entity/Q1744
http://www.wikidata.org/entity/Q1768
http://www.wikidata.org/entity/Q1775
http://www.wikidata.org/entity/Q1790
http://www.wikidata.org/entity/Q1804
http://www.wikidata.org/entity/Q1933
http://www.wikidata.org/entity/Q1958
http://www.wikidata.org/entity/Q1962
http://www.wikidata.org/entity/Q1984
http://www.wikidata.org/entity/Q1991
http://www.wikidata.org/entity/Q2006
http://www.wikidata.org/entity/Q2259
http://www.wikidata.org/entity/Q2597
http://www.wikidata.org/entity/Q2709
http://www.wikidata.org/entity/Q2732
http://www.wikidata.org/entity/Q2998
http://www.wikidata.org/entity/Q3095
http://www.wikidata.org/entity/Q3281
http://www.wikidata.org/entity/Q3319
http://www.wikidata.org/entity/Q3355
http://www.wikidata.org/entity/Q3374
http://www.wikidata.org/entity/Q3773
http://www.wikidata.org/entity/Q3816
http://www.wikidata.org/entity/Q3925
http://www.wikidata.org/entity/Q3993
http://www.wikidata.org/entity/Q4029
http://www.wikidata.org/entity/Q4058
http://www.wikidata.org/entity/Q4070
http://www.wikidata.org/entity/Q4137
http://www.wikidata.org/entity/Q4189
http://www.wikidata.org/entity/Q4281
http://www.wikidata.org/entity/Q4330
http://www.wikidata.org/entity/Q4350
http://www.wikidata.org/entity/Q4395
http://www.wikidata.org/entity/Q4441
http://www.wikidata.org/entity/Q4461
http://www.wikidata.org/entity/Q4473
http://www.wikidata.org/entity/Q4491
http://www.wikidata.org/entity/Q4489
http://www.wikidata.org/entity/Q4498
http://www.wikidata.org/entity/Q4509
http://www.wikidata.org/entity/Q4518
http://www.wikidata.org/entity/Q4578
http://www.wikidata.org/entity/Q4583
http://www.wikidata.org/entity/Q4581
http://www.wikidata.org/entity/Q4605
http://www.wikidata.org/entity/Q4612
http://www.wikidata.org/entity/Q4616
http://www.wikidata.org/entity/Q4636
http://www.wikidata.org/entity/Q4652
http://www.wikidata.org/entity/Q4690
http://www.wikidata.org/entity/Q4689
http://www.wikidata.org/entity/Q4725
http://www.wikidata.org/entity/Q4731
http://www.wikidata.org/entity/Q4783
http://www.wikidata.org/entity/Q4813
http://www.wikidata.org/entity/Q4826
http://www.wikidata.org/entity/Q4832
http://www.wikidata.org/entity/Q4881
http://www.wikidata.org/entity/Q4924
http://www.wikidata.org/entity/Q5015
http://www.wikidata.org/entity/Q5028
http://www.wikidata.org/entity/Q5104
http://www.wikidata.org/entity/Q5105
http://www.wikidata.org/entity/Q5220
http://www.wikidata.org/entity/Q5363
http://www.wikidata.org/entity/Q5442
http://www.wikidata.org/entity/Q5443
http://www.wikidata.org/entity/Q5450
http://www.wikidata.org/entity/Q11641
http://www.wikidata.org/entity/Q11644
http://www.wikidata.org/entity/Q11645
http://www.wikidata.org/entity/Q11648
http://www.wikidata.org/entity/Q11659
http://www.wikidata.org/entity/Q11657
http://www.wikidata.org/entity/Q11662
http://www.wikidata.org/entity/Q11666
http://www.wikidata.org/entity/Q11667
